po_id,asset_id,product_name,quantity,buyer_id,supplier_id,lender_id,agreed_price,buyer_risk_score,buyer_payment_history,supplier_reliability,payment_terms_days,created_ts,source
PO10401,A1401,smartphones,3643,buyer_epsilon,supplier_10,lender_north,408.88,0.3033,0.8026,0.7491,60,1787692626.8575811,erp
PO10402,A1402,auto components,16825,buyer_zeta,supplier_12,lender_delta,859.87,0.0971,0.4867,0.9229,45,1787521629.857586,erp
PO10403,A1403,smartphones,6043,buyer_gamma,supplier_10,lender_atlas,682.83,0.2632,0.6785,0.6819,60,1786889997.85759,erp
PO10404,A1404,steel coils,11544,buyer_alpha,supplier_10,lender_north,242.78,0.2467,0.6932,0.9049,60,1787020693.857594,erp
PO10405,A1405,medical devices,37779,buyer_alpha,supplier_12,lender_delta,292.26,0.1641,0.5148,0.8177,30,1786447517.857598,erp
PO10406,A1406,textile rolls,1080,buyer_gamma,supplier_07,lender_prime,539.73,0.1065,0.8236,0.8075,90,1787889987.857604,erp
PO10407,A1407,laptop batteries,7752,buyer_zeta,supplier_12,lender_north,370.48,0.1413,0.931,0.9136,90,1785809409.8576078,erp
PO10408,A1408,smartphones,7569,buyer_eta,supplier_03,lender_prime,186.3,0.4347,0.9322,0.9033,30,1786809029.8576121,erp
PO10409,A1409,auto components,28625,buyer_delta,supplier_11,lender_north,589.72,0.4943,0.9274,0.8562,90,1786206028.857616,erp
PO10410,A1410,medical devices,15666,buyer_epsilon,supplier_12,lender_north,429.97,0.2267,0.7909,0.6047,90,1786739283.85762,erp
PO10411,A1411,laptop batteries,17032,buyer_beta,supplier_07,lender_delta,461.75,0.4598,0.7601,0.8705,45,1785463511.857624,erp
PO10412,A1412,smartphones,9051,buyer_eta,supplier_02,lender_prime,87.61,0.2957,0.9282,0.4862,60,1786379191.8576288,erp
PO10413,A1413,medical devices,8195,buyer_theta,supplier_11,lender_delta,118.54,0.2341,0.7704,0.8481,30,1787220123.857633,erp
PO10414,A1414,steel coils,37363,buyer_theta,supplier_09,lender_delta,504.98,0.2614,0.6718,0.8785,60,1785598468.8576362,erp
PO10415,A1415,laptop batteries,3489,buyer_beta,supplier_03,lender_north,378.54,0.4003,0.9568,0.8823,60,1786552738.857641,erp
PO10416,A1416,auto components,1182,buyer_alpha,supplier_11,lender_atlas,294.36,0.3517,0.879,0.9326,90,1786368168.857646,erp
PO10417,A1417,smartphones,33003,buyer_gamma,supplier_08,lender_north,572.89,0.4026,0.5412,0.7346,90,1787493945.8576498,erp
PO10418,A1418,auto components,1272,buyer_gamma,supplier_12,lender_prime,478.34,0.0308,0.8557,0.9325,60,1787557987.857654,erp
PO10419,A1419,steel coils,37387,buyer_delta,supplier_03,lender_delta,985.94,0.2493,0.7047,0.9263,60,1786711236.8576581,erp
PO10420,A1420,steel coils,45507,buyer_delta,supplier_11,lender_prime,610.51,0.1013,0.7632,0.6715,60,1786453121.857663,erp
PO10421,A1421,steel coils,43867,buyer_beta,supplier_05,lender_atlas,1122.14,0.3992,0.5938,0.8649,45,1786299476.857667,erp
PO10422,A1422,steel coils,28276,buyer_zeta,supplier_06,lender_delta,844.37,0.2723,0.8346,0.7506,45,1787548403.857671,erp
PO10423,A1423,smartphones,13822,buyer_delta,supplier_06,lender_prime,460.38,0.3941,0.766,0.8167,45,1787680039.857675,erp
PO10424,A1424,medical devices,46634,buyer_gamma,supplier_02,lender_north,477.85,0.0572,0.621,0.5324,45,1787149213.8576791,erp
PO10425,A1425,laptop batteries,49527,buyer_theta,supplier_12,lender_atlas,585.41,0.5355,0.9102,0.6491,60,1786960929.857683,erp
PO10426,A1426,textile rolls,6525,buyer_eta,supplier_03,lender_delta,1174.39,0.0994,0.6685,0.8929,90,1787223033.857687,erp
PO10427,A1427,medical devices,28301,buyer_alpha,supplier_06,lender_north,353.11,0.0725,0.8967,0.7006,30,1786906318.8576908,erp
PO10428,A1428,LED panels,37514,buyer_epsilon,supplier_02,lender_prime,693.94,0.2415,0.5739,0.8466,30,1785808073.8576949,erp
PO10429,A1429,LED panels,25542,buyer_gamma,supplier_01,lender_delta,720.18,0.098,0.7465,0.8748,90,1787746530.8577,erp
PO10430,A1430,laptop batteries,40502,buyer_eta,supplier_04,lender_prime,1151.3,0.2288,0.8675,0.6972,30,1787162795.857704,erp
PO10431,A1431,steel coils,17278,buyer_theta,supplier_05,lender_delta,794.34,0.1121,0.6726,0.4365,60,1787564172.857708,erp
PO10432,A1432,steel coils,17724,buyer_eta,supplier_09,lender_prime,759.91,0.4152,0.6056,0.8025,30,1786450805.857712,erp
PO10433,A1433,medical devices,35569,buyer_theta,supplier_08,lender_delta,166.58,0.1489,0.5662,0.8389,90,1787304027.857716,erp
PO10434,A1434,LED panels,2552,buyer_delta,supplier_06,lender_delta,112.38,0.5436,0.9001,0.8957,90,1786153915.8577201,erp
PO10435,A1435,textile rolls,12563,buyer_delta,supplier_11,lender_prime,147.23,0.2123,0.7576,0.5955,30,1785487996.857725,erp
PO10436,A1436,medical devices,48626,buyer_gamma,supplier_06,lender_atlas,56.46,0.542,0.902,0.8054,30,1786997386.857729,erp
PO10437,A1437,medical devices,36288,buyer_delta,supplier_07,lender_north,737.09,0.2198,0.8275,0.7437,90,1785720023.857733,erp
PO10438,A1438,laptop batteries,30569,buyer_zeta,supplier_02,lender_delta,472.82,0.3077,0.7538,0.9637,30,1787538388.857737,erp
PO10439,A1439,steel coils,7294,buyer_alpha,supplier_10,lender_delta,909.93,0.2903,0.7165,0.4769,90,1787882458.857741,erp
PO10440,A1440,LED panels,19086,buyer_zeta,supplier_04,lender_atlas,1060.34,0.1227,0.7567,0.4791,60,1786508887.857745,erp
PO10441,A1441,steel coils,16348,buyer_gamma,supplier_10,lender_delta,263.49,0.2495,0.7043,0.7906,60,1785595303.85775,erp
PO10442,A1442,laptop batteries,6611,buyer_gamma,supplier_06,lender_prime,69.74,0.0521,0.7566,0.7714,45,1786908890.857753,erp
PO10443,A1443,laptop batteries,35589,buyer_delta,supplier_05,lender_north,882.52,0.5219,0.9398,0.8357,60,1787042057.857758,erp
PO10444,A1444,steel coils,1938,buyer_eta,supplier_02,lender_delta,125.35,0.4158,0.817,0.5085,45,1785725984.857762,erp
PO10445,A1445,laptop batteries,40222,buyer_epsilon,supplier_02,lender_prime,661.71,0.3598,0.5695,0.9092,60,1785955433.857766,erp
PO10446,A1446,LED panels,26710,buyer_theta,supplier_07,lender_north,330.11,0.1147,0.6101,0.7375,60,1786577428.857771,erp
PO10447,A1447,steel coils,28635,buyer_beta,supplier_10,lender_north,697.88,0.3834,0.5299,0.9757,60,1786113378.8577752,erp
PO10448,A1448,laptop batteries,5260,buyer_gamma,supplier_06,lender_north,802.07,0.3333,0.8151,0.8622,30,1785507042.857779,erp
PO10449,A1449,auto components,29021,buyer_eta,supplier_11,lender_atlas,983.54,0.1475,0.7488,0.6487,30,1785977545.857783,erp
PO10450,A1450,auto components,26898,buyer_epsilon,supplier_03,lender_prime,1079.16,0.4998,0.7055,0.7411,90,1785845153.857787,erp
PO10451,A1451,LED panels,7233,buyer_beta,supplier_06,lender_prime,299.86,0.5561,0.8281,0.9607,60,1786533051.857792,erp
PO10452,A1452,medical devices,11663,buyer_eta,supplier_05,lender_north,716.81,0.1741,0.8037,0.7905,60,1786564162.8577962,erp
PO10453,A1453,smartphones,17789,buyer_theta,supplier_04,lender_atlas,865.2,0.2713,0.9607,0.7237,90,1787475906.8578,erp
PO10454,A1454,auto components,39200,buyer_zeta,supplier_04,lender_atlas,922.17,0.2852,0.8388,0.6624,30,1787452148.857804,erp
PO10455,A1455,steel coils,12757,buyer_delta,supplier_01,lender_atlas,73.16,0.4177,0.8305,0.8616,90,1786141892.8578079,erp
PO10456,A1456,laptop batteries,26890,buyer_delta,supplier_05,lender_north,729.1,0.2977,0.8959,0.8664,45,1786217511.857812,erp
PO10457,A1457,smartphones,14910,buyer_eta,supplier_07,lender_atlas,614.4,0.1162,0.635,0.9343,45,1787128577.8578181,erp
PO10458,A1458,laptop batteries,1334,buyer_zeta,supplier_08,lender_delta,536.39,0.0518,0.3549,0.6568,45,1787299543.857822,erp
PO10459,A1459,textile rolls,48746,buyer_beta,supplier_02,lender_atlas,565.03,0.4673,0.8099,0.6906,90,1787441402.857826,erp
PO10460,A1460,LED panels,48224,buyer_epsilon,supplier_11,lender_prime,211.56,0.4598,0.9055,0.5908,90,1785704349.8578298,erp
PO10461,A1461,medical devices,23361,buyer_gamma,supplier_05,lender_atlas,493.59,0.2805,0.7332,0.6798,45,1785719955.857835,erp
PO10462,A1462,LED panels,44036,buyer_epsilon,supplier_10,lender_north,392.23,0.2291,0.6494,0.5095,45,1787553632.857839,erp
PO10463,A1463,medical devices,13392,buyer_epsilon,supplier_03,lender_delta,718.86,0.0919,0.8627,0.7542,90,1786561778.857843,erp
PO10464,A1464,auto components,13574,buyer_gamma,supplier_11,lender_atlas,197.4,0.4574,0.8443,0.7887,60,1785949833.857847,erp
PO10465,A1465,steel coils,28058,buyer_zeta,supplier_07,lender_delta,575.09,0.0848,0.4603,0.8284,90,1785741672.8578508,erp
PO10466,A1466,smartphones,4084,buyer_theta,supplier_01,lender_atlas,1002.68,0.5009,0.9433,0.9577,45,1785556951.857854,erp
PO10467,A1467,laptop batteries,44781,buyer_theta,supplier_03,lender_north,389.03,0.158,0.8158,0.9655,90,1785885490.8578591,erp
PO10468,A1468,auto components,36329,buyer_gamma,supplier_04,lender_atlas,993.16,0.3241,0.6313,0.6696,60,1786700319.857863,erp
PO10469,A1469,steel coils,24573,buyer_beta,supplier_10,lender_atlas,493.78,0.3897,0.5299,0.9436,45,1785951812.857867,erp
PO10470,A1470,smartphones,10875,buyer_theta,supplier_05,lender_atlas,620.74,0.3881,0.6401,0.9299,60,1787371521.8578718,erp
PO10471,A1471,LED panels,23312,buyer_zeta,supplier_10,lender_delta,118.38,0.0734,0.8426,0.6073,90,1786152513.857876,erp
PO10472,A1472,LED panels,16915,buyer_beta,supplier_01,lender_prime,83.41,0.4371,0.8516,0.7919,45,1787070493.85788,erp
PO10473,A1473,auto components,35137,buyer_gamma,supplier_07,lender_north,139.78,0.033,0.7901,0.914,90,1785813638.857884,erp
PO10474,A1474,LED panels,37114,buyer_zeta,supplier_06,lender_north,969.85,0.1518,0.8788,0.9322,60,1786859985.857888,erp
PO10475,A1475,textile rolls,4953,buyer_eta,supplier_12,lender_north,1163.01,0.0522,0.9467,0.936,60,1787073351.857892,erp
PO10476,A1476,laptop batteries,13884,buyer_zeta,supplier_01,lender_atlas,1112.04,0.4303,0.8264,0.5179,90,1787371343.8578959,erp
PO10477,A1477,smartphones,7319,buyer_epsilon,supplier_12,lender_prime,616.05,0.1616,0.7946,0.8209,90,1785609398.857901,erp
PO10478,A1478,steel coils,8232,buyer_gamma,supplier_02,lender_atlas,448.08,0.268,0.8142,0.9068,30,1787382872.857905,erp
PO10479,A1479,textile rolls,3365,buyer_theta,supplier_03,lender_atlas,445.61,0.404,0.9349,0.6708,45,1786054007.857908,erp
PO10480,A1480,auto components,36636,buyer_epsilon,supplier_06,lender_atlas,1048.01,0.1999,0.7037,0.7666,45,1787399514.857912,erp
PO10481,A1481,auto components,9803,buyer_zeta,supplier_12,lender_prime,1174.38,0.3794,0.8585,0.7311,90,1786052003.8579159,erp
PO10482,A1482,laptop batteries,25359,buyer_alpha,supplier_04,lender_north,805.51,0.5255,0.7948,0.7397,30,1786484332.85792,erp
PO10483,A1483,auto components,48290,buyer_eta,supplier_07,lender_prime,976.58,0.3112,0.7585,0.9463,60,1786863628.8579252,erp
PO10484,A1484,textile rolls,37753,buyer_alpha,supplier_02,lender_atlas,1009.76,0.0501,0.9285,0.8097,60,1786825763.85793,erp
PO10485,A1485,laptop batteries,41809,buyer_theta,supplier_03,lender_north,210.41,0.4686,0.7827,0.7274,60,1787846752.857933,erp
PO10486,A1486,medical devices,3431,buyer_zeta,supplier_09,lender_north,445.69,0.0863,0.6713,0.4994,90,1786342685.8579378,erp
PO10487,A1487,LED panels,2541,buyer_theta,supplier_05,lender_north,467.23,0.1683,0.5877,0.8048,45,1786315951.857942,erp
PO10488,A1488,laptop batteries,37554,buyer_beta,supplier_02,lender_delta,665.2,0.0764,0.8675,0.8519,60,1786945931.8579462,erp
PO10489,A1489,medical devices,8063,buyer_theta,supplier_06,lender_north,556.21,0.171,0.5814,0.8166,60,1786481701.857951,erp
PO10490,A1490,smartphones,27271,buyer_zeta,supplier_02,lender_delta,625.83,0.1834,0.5308,0.5311,30,1787214178.857955,erp
PO10491,A1491,LED panels,35188,buyer_beta,supplier_03,lender_delta,1088.94,0.1982,0.6043,0.6796,90,1786027953.8579588,erp
PO10492,A1492,auto components,31767,buyer_eta,supplier_05,lender_north,890.79,0.2812,0.8123,0.7979,45,1786667186.857963,erp
PO10493,A1493,smartphones,37470,buyer_theta,supplier_06,lender_delta,370.9,0.1074,0.889,0.8776,90,1786073406.8579671,erp
PO10494,A1494,textile rolls,17501,buyer_delta,supplier_03,lender_prime,1112.44,0.4446,0.8554,0.8767,90,1786048627.857972,erp
PO10495,A1495,textile rolls,7683,buyer_gamma,supplier_08,lender_prime,555.51,0.1532,0.8675,0.8852,60,1786012390.857976,erp
PO10496,A1496,medical devices,21131,buyer_beta,supplier_12,lender_prime,542.72,0.1652,0.6525,0.9204,90,1786729048.85798,erp
PO10497,A1497,medical devices,6313,buyer_gamma,supplier_04,lender_north,43.71,0.1164,0.8089,0.7378,60,1786941725.857984,erp
PO10498,A1498,steel coils,32627,buyer_epsilon,supplier_11,lender_delta,733.5,0.3716,0.8849,0.8623,30,1786456506.857988,erp
PO10499,A1499,laptop batteries,32202,buyer_eta,supplier_12,lender_delta,737.23,0.1117,0.711,0.9051,90,1786996021.858082,erp
PO10500,A1500,auto components,3490,buyer_zeta,supplier_11,lender_atlas,559.26,0.1507,0.602,0.971,60,1786435023.8580868,erp
PO10501,A1501,smartphones,34490,buyer_beta,supplier_11,lender_north,460.03,0.1414,0.8405,0.8063,90,1787737000.858092,erp
PO10502,A1502,textile rolls,2088,buyer_gamma,supplier_05,lender_north,772.6,0.436,0.8402,0.7926,60,1786556548.8580961,erp
PO10503,A1503,medical devices,2035,buyer_eta,supplier_09,lender_atlas,357.9,0.1256,0.7397,0.974,90,1786350981.8581,erp
PO10504,A1504,laptop batteries,38371,buyer_beta,supplier_08,lender_prime,500.92,0.1508,0.8785,0.9075,90,1785719034.858104,erp
PO10505,A1505,auto components,32836,buyer_delta,supplier_01,lender_atlas,517.76,0.6347,0.8747,0.7896,45,1786564470.8581078,erp
PO10506,A1506,steel coils,34213,buyer_theta,supplier_12,lender_prime,1108.63,0.2333,0.8859,0.7668,90,1786239128.858112,erp
PO10507,A1507,smartphones,29039,buyer_alpha,supplier_05,lender_atlas,875.13,0.1849,0.5484,0.7633,60,1787346703.8581161,erp
PO10508,A1508,medical devices,31555,buyer_gamma,supplier_09,lender_prime,408.52,0.1105,0.8729,0.738,60,1787855093.858121,erp
PO10509,A1509,textile rolls,28429,buyer_delta,supplier_05,lender_atlas,466.04,0.3938,0.8931,0.8747,90,1786529564.858125,erp
PO10510,A1510,auto components,40862,buyer_epsilon,supplier_12,lender_delta,282.8,0.1368,0.9342,0.7142,60,1785815631.8581288,erp
PO10511,A1511,LED panels,26271,buyer_beta,supplier_04,lender_delta,937.75,0.2641,0.7892,0.9198,90,1785858755.858133,erp
PO10512,A1512,smartphones,37062,buyer_epsilon,supplier_11,lender_delta,796.43,0.0856,0.6902,0.8084,60,1786536731.8581371,erp
PO10513,A1513,textile rolls,33451,buyer_beta,supplier_06,lender_prime,743.86,0.0573,0.7661,0.5517,90,1785857887.858141,erp
PO10514,A1514,medical devices,42937,buyer_gamma,supplier_08,lender_prime,84.3,0.0836,0.9423,0.8932,30,1786519058.858145,erp
PO10515,A1515,laptop batteries,38959,buyer_zeta,supplier_12,lender_atlas,638.95,0.6662,0.933,0.7255,30,1786609238.858149,erp
PO10516,A1516,textile rolls,8214,buyer_epsilon,supplier_09,lender_atlas,580.85,0.0803,0.5682,0.5991,60,1787690652.858154,erp
PO10517,A1517,textile rolls,12165,buyer_eta,supplier_12,lender_atlas,202.89,0.2724,0.5852,0.8323,90,1787199334.8581572,erp
PO10518,A1518,steel coils,10704,buyer_alpha,supplier_10,lender_north,1192.76,0.2014,0.7215,0.8504,60,1787782454.858162,erp
PO10519,A1519,medical devices,41860,buyer_beta,supplier_09,lender_north,591.24,0.2402,0.6713,0.7276,90,1785328097.858166,erp
PO10520,A1520,LED panels,46014,buyer_theta,supplier_10,lender_delta,887.91,0.2058,0.9555,0.7496,90,1785426815.85817,erp
PO10521,A1521,LED panels,11404,buyer_alpha,supplier_03,lender_atlas,1068.45,0.1096,0.593,0.9318,45,1786083338.858175,erp
PO10522,A1522,laptop batteries,10601,buyer_beta,supplier_12,lender_atlas,45.74,0.1229,0.7652,0.7688,45,1786237123.858179,erp
PO10523,A1523,auto components,44720,buyer_zeta,supplier_05,lender_delta,732.45,0.2419,0.7577,0.992,90,1787590264.858183,erp
PO10524,A1524,steel coils,12818,buyer_delta,supplier_03,lender_prime,285.03,0.2081,0.8743,0.9565,30,1786217871.858187,erp
PO10525,A1525,textile rolls,8937,buyer_alpha,supplier_03,lender_delta,836.11,0.0259,0.4097,0.6753,60,1787445970.858191,erp
PO10526,A1526,LED panels,25631,buyer_gamma,supplier_07,lender_prime,214.45,0.1854,0.8537,0.7344,60,1786856021.8581948,erp
PO10527,A1527,medical devices,19908,buyer_eta,supplier_06,lender_prime,669.59,0.3506,0.8515,0.9488,45,1785844676.8581991,erp
PO10528,A1528,textile rolls,30517,buyer_eta,supplier_05,lender_north,1105.78,0.4383,0.9035,0.9417,30,1786497635.858203,erp
PO10529,A1529,steel coils,1966,buyer_epsilon,supplier_07,lender_north,1142.42,0.1008,0.8818,0.5561,90,1787011703.858208,erp
PO10530,A1530,medical devices,45645,buyer_eta,supplier_05,lender_north,361.15,0.2121,0.9633,0.6208,60,1787506890.858211,erp
PO10531,A1531,smartphones,46965,buyer_delta,supplier_04,lender_atlas,296.43,0.2908,0.7442,0.8523,45,1785976808.8582149,erp
PO10532,A1532,LED panels,46226,buyer_theta,supplier_04,lender_north,820.66,0.4464,0.8302,0.7614,60,1785545026.858219,erp
PO10533,A1533,auto components,2034,buyer_eta,supplier_07,lender_atlas,685.47,0.2397,0.8198,0.8619,45,1786160382.8582242,erp
PO10534,A1534,auto components,24301,buyer_epsilon,supplier_06,lender_prime,810.51,0.3217,0.8196,0.8776,90,1786704686.858227,erp
PO10535,A1535,auto components,22392,buyer_alpha,supplier_09,lender_delta,801.18,0.3354,0.9604,0.9417,90,1787818585.858232,erp
PO10536,A1536,laptop batteries,11409,buyer_zeta,supplier_10,lender_delta,833.86,0.3442,0.7219,0.6004,45,1786685501.8582358,erp
PO10537,A1537,laptop batteries,38353,buyer_beta,supplier_01,lender_delta,572.66,0.4401,0.5977,0.9195,30,1787885486.858239,erp
PO10538,A1538,medical devices,27130,buyer_alpha,supplier_11,lender_delta,1040.12,0.1103,0.5873,0.4156,90,1787746977.858243,erp
PO10539,A1539,medical devices,34025,buyer_zeta,supplier_07,lender_delta,537.16,0.1478,0.9229,0.9134,30,1785992350.858248,erp
PO10540,A1540,auto components,17539,buyer_theta,supplier_04,lender_atlas,382.54,0.2012,0.9145,0.7736,45,1785533502.858252,erp
PO10541,A1541,medical devices,29326,buyer_epsilon,supplier_08,lender_atlas,219.15,0.3901,0.8867,0.8622,60,1787260562.8582568,erp
PO10542,A1542,textile rolls,25271,buyer_zeta,supplier_09,lender_delta,792.12,0.2227,0.8711,0.912,30,1785716045.858262,erp
PO10543,A1543,laptop batteries,24326,buyer_delta,supplier_12,lender_prime,502.25,0.1964,0.545,0.7521,45,1786886387.858266,erp
PO10544,A1544,medical devices,30388,buyer_delta,supplier_12,lender_north,86.67,0.4825,0.9693,0.8071,30,1786576968.858271,erp
PO10545,A1545,steel coils,8128,buyer_beta,supplier_04,lender_delta,136.73,0.2021,0.5358,0.6434,30,1786858450.8582752,erp
PO10546,A1546,textile rolls,32783,buyer_eta,supplier_10,lender_north,421.22,0.2279,0.7025,0.9866,90,1785834871.858279,erp
PO10547,A1547,smartphones,28812,buyer_gamma,supplier_03,lender_atlas,149.7,0.4633,0.8014,0.6916,45,1786252406.858283,erp
PO10548,A1548,LED panels,43923,buyer_gamma,supplier_03,lender_north,417.79,0.2528,0.8927,0.8978,60,1786028145.858287,erp
PO10549,A1549,LED panels,26291,buyer_epsilon,supplier_07,lender_delta,46.58,0.3417,0.8551,0.9571,90,1786548334.858291,erp
PO10550,A1550,LED panels,33460,buyer_delta,supplier_04,lender_delta,1033.43,0.1262,0.7568,0.7835,60,1786756535.858295,erp
PO10551,A1551,textile rolls,7776,buyer_zeta,supplier_08,lender_delta,195.77,0.314,0.7804,0.6071,60,1785579495.8582988,erp
PO10552,A1552,smartphones,9705,buyer_epsilon,supplier_12,lender_prime,1050.04,0.286,0.8318,0.8136,30,1787326022.858304,erp
PO10553,A1553,steel coils,28505,buyer_beta,supplier_11,lender_delta,975.04,0.6388,0.7349,0.9246,30,1785683983.858308,erp
PO10554,A1554,auto components,6249,buyer_gamma,supplier_09,lender_delta,747.64,0.4832,0.8097,0.7954,90,1787824248.858312,erp
PO10555,A1555,textile rolls,916,buyer_eta,supplier_10,lender_delta,61.89,0.2049,0.8253,0.8736,45,1787122273.858316,erp
PO10556,A1556,textile rolls,12400,buyer_gamma,supplier_04,lender_prime,70.42,0.2387,0.859,0.8194,90,1787397995.8583198,erp
PO10557,A1557,steel coils,49255,buyer_eta,supplier_01,lender_north,481.28,0.3292,0.7002,0.9161,60,1785909567.858324,erp
PO10558,A1558,smartphones,30446,buyer_epsilon,supplier_09,lender_prime,48.42,0.3141,0.9001,0.9164,90,1785937323.858328,erp
PO10559,A1559,medical devices,42925,buyer_alpha,supplier_05,lender_atlas,92.63,0.0479,0.7557,0.8705,45,1787152609.8583329,erp
PO10560,A1560,auto components,11141,buyer_zeta,supplier_02,lender_prime,617.16,0.2277,0.952,0.7418,30,1786451944.858337,erp
PO10561,A1561,steel coils,4846,buyer_delta,supplier_02,lender_prime,1163.73,0.1652,0.9121,0.9434,45,1786968324.858342,erp
PO10562,A1562,smartphones,47506,buyer_beta,supplier_12,lender_delta,367.47,0.3967,0.7515,0.8648,60,1786144272.858345,erp
PO10563,A1563,laptop batteries,38469,buyer_zeta,supplier_11,lender_prime,907.61,0.3409,0.5796,0.8887,90,1786018094.858351,erp
PO10564,A1564,LED panels,17723,buyer_delta,supplier_08,lender_delta,176.67,0.1247,0.7117,0.831,45,1787517644.858356,erp
PO10565,A1565,auto components,7783,buyer_delta,supplier_08,lender_prime,678.54,0.2264,0.8821,0.9831,60,1785709936.85836,erp
PO10566,A1566,auto components,35270,buyer_gamma,supplier_10,lender_prime,968.3,0.2397,0.6286,0.8867,90,1785915578.858367,erp
PO10567,A1567,laptop batteries,47787,buyer_theta,supplier_06,lender_atlas,40.41,0.2048,0.9515,0.5194,45,1786273384.858371,erp
PO10568,A1568,steel coils,26124,buyer_gamma,supplier_11,lender_north,328.35,0.2284,0.8937,0.6594,30,1785404290.8583748,erp
PO10569,A1569,medical devices,29222,buyer_theta,supplier_04,lender_atlas,993.8,0.4015,0.608,0.7302,90,1785460779.858378,erp
PO10570,A1570,medical devices,32435,buyer_gamma,supplier_12,lender_atlas,300.57,0.0909,0.6683,0.876,60,1786858773.8583832,erp
PO10571,A1571,medical devices,16965,buyer_zeta,supplier_07,lender_atlas,136.39,0.1364,0.9308,0.8108,90,1787737771.858387,erp
PO10572,A1572,auto components,42618,buyer_beta,supplier_10,lender_prime,707.73,0.1274,0.8172,0.8437,90,1787806812.858391,erp
PO10573,A1573,laptop batteries,2082,buyer_delta,supplier_10,lender_atlas,154.61,0.4648,0.8471,0.4311,60,1786231095.8583949,erp
PO10574,A1574,auto components,33257,buyer_zeta,supplier_03,lender_prime,427.17,0.2248,0.8778,0.8075,60,1786500871.858399,erp
PO10575,A1575,auto components,10934,buyer_theta,supplier_06,lender_north,414.4,0.0561,0.7741,0.9434,90,1786809702.858403,erp
PO10576,A1576,textile rolls,35419,buyer_gamma,supplier_12,lender_atlas,500.24,0.5255,0.8113,0.6564,90,1785580971.858408,erp
PO10577,A1577,laptop batteries,34485,buyer_delta,supplier_07,lender_delta,767.62,0.4494,0.4253,0.499,45,1785656666.858412,erp
PO10578,A1578,auto components,33756,buyer_gamma,supplier_02,lender_delta,661.02,0.142,0.8877,0.7302,45,1787821599.858416,erp
PO10579,A1579,medical devices,4271,buyer_theta,supplier_09,lender_atlas,592.89,0.2616,0.8328,0.8186,90,1787309399.858421,erp
PO10580,A1580,LED panels,3971,buyer_zeta,supplier_01,lender_atlas,721.44,0.123,0.4288,0.5332,90,1786315107.858426,erp
PO10581,A1581,auto components,22998,buyer_theta,supplier_03,lender_north,151.2,0.1273,0.8248,0.6822,30,1785371940.85843,erp
PO10582,A1582,smartphones,45242,buyer_alpha,supplier_09,lender_atlas,150.77,0.0147,0.9442,0.7903,30,1787265619.858434,erp
PO10583,A1583,laptop batteries,29381,buyer_zeta,supplier_10,lender_north,628.5,0.413,0.9515,0.9162,45,1785383080.8584378,erp
PO10584,A1584,textile rolls,30297,buyer_gamma,supplier_10,lender_delta,949.51,0.13,0.567,0.7676,90,1785622668.858443,erp
PO10585,A1585,textile rolls,9378,buyer_delta,supplier_05,lender_delta,925.69,0.2036,0.842,0.9219,45,1786598798.858447,erp
PO10586,A1586,smartphones,3593,buyer_alpha,supplier_09,lender_atlas,486.49,0.1419,0.8731,0.782,90,1787047239.858451,erp
PO10587,A1587,steel coils,14002,buyer_alpha,supplier_01,lender_prime,1112.2,0.3374,0.5862,0.525,45,1786770927.8584561,erp
PO10588,A1588,smartphones,27755,buyer_eta,supplier_12,lender_delta,477.47,0.7414,0.8157,0.8175,30,1787145295.85846,erp
PO10589,A1589,medical devices,17309,buyer_zeta,supplier_03,lender_delta,370.38,0.2341,0.8729,0.7895,30,1786286699.858464,erp
PO10590,A1590,auto components,45956,buyer_gamma,supplier_02,lender_prime,320.43,0.4482,0.7581,0.8467,45,1786445858.858468,erp
PO10591,A1591,medical devices,4198,buyer_theta,supplier_04,lender_delta,480.84,0.1873,0.3247,0.7094,30,1787641176.8584719,erp
PO10592,A1592,LED panels,1644,buyer_eta,supplier_09,lender_north,879.93,0.1115,0.5808,0.6016,90,1786729598.858477,erp
PO10593,A1593,medical devices,16075,buyer_eta,supplier_08,lender_delta,750.63,0.2148,0.7522,0.3663,45,1786370525.8584828,erp
PO10594,A1594,auto components,20151,buyer_alpha,supplier_07,lender_north,89.36,0.151,0.8153,0.8727,90,1786389474.8584871,erp
PO10595,A1595,medical devices,26641,buyer_zeta,supplier_06,lender_north,879.04,0.2142,0.8189,0.8207,45,1786266710.858491,erp
PO10596,A1596,smartphones,36074,buyer_gamma,supplier_08,lender_delta,388.37,0.4294,0.8663,0.8029,90,1785534538.858494,erp
PO10597,A1597,medical devices,45105,buyer_gamma,supplier_05,lender_north,783.84,0.4212,0.5666,0.7869,30,1787507238.858498,erp
PO10598,A1598,smartphones,1068,buyer_beta,supplier_02,lender_prime,424.55,0.111,0.7241,0.8897,45,1787276751.8585029,erp
PO10599,A1599,smartphones,35385,buyer_gamma,supplier_07,lender_delta,223.61,0.173,0.8277,0.7356,30,1785455759.858507,erp
PO10600,A1600,LED panels,37980,buyer_zeta,supplier_08,lender_north,558.91,0.0344,0.7983,0.4635,45,1786569249.8585112,erp
PO10601,A1601,auto components,5944,buyer_epsilon,supplier_12,lender_atlas,739.26,0.1925,0.7857,0.7148,90,1786498704.858516,erp
