asset_id,invoice_id,issued,disputed,payment_delay_days,ts,source
A1950,INV21950,True,True,0,1787150985.860076,invoice_system
A1951,INV21951,True,False,0,1786144053.8600802,invoice_system
A1952,INV21952,True,False,6.5,1785910290.860085,invoice_system
A1953,,False,False,6.5,1786461213.86009,invoice_system
A1954,INV21954,True,False,12.0,1787842529.860096,invoice_system
A1955,INV21955,True,False,5.5,1786792917.8601012,invoice_system
A1956,,False,False,0,1786506490.860106,invoice_system
A1957,INV21957,True,False,12.1,1787682551.860111,invoice_system
A1958,INV21958,True,False,9.8,1786808026.860116,invoice_system
A1959,INV21959,True,False,15.8,1787679750.860121,invoice_system
A1960,INV21960,True,False,0.2,1786859544.860126,invoice_system
A1961,INV21961,True,False,2.7,1785709975.86013,invoice_system
A1962,,False,False,11.0,1786804387.8601348,invoice_system
A1963,,False,False,0,1786627268.86014,invoice_system
A1964,,False,False,10.7,1787190607.8601449,invoice_system
A1965,INV21965,True,False,4.8,1786545406.860149,invoice_system
A1966,INV21966,True,True,5.7,1786736963.8601549,invoice_system
A1967,INV21967,True,False,6.1,1787925057.860162,invoice_system
A1968,INV21968,True,False,4.6,1786798889.8601658,invoice_system
A1969,INV21969,True,False,21.0,1786890353.860171,invoice_system
A1970,INV21970,True,False,15.1,1786097048.8601758,invoice_system
A1971,INV21971,True,False,2.0,1787365711.860181,invoice_system
A1972,,False,False,4.4,1785490258.860186,invoice_system
A1973,,False,False,0,1786498067.8601909,invoice_system
A1974,,False,False,0,1785527211.860196,invoice_system
A1975,INV21975,True,False,8.6,1786154192.860201,invoice_system
A1976,,False,False,2.2,1786559224.860207,invoice_system
A1977,INV21977,True,False,0,1787844071.860211,invoice_system
A1978,INV21978,True,False,0,1786248927.8602161,invoice_system
A1979,INV21979,True,False,1.0,1786996688.860221,invoice_system
A1980,,False,False,6.7,1787469390.8602262,invoice_system
A1981,,False,False,0,1787708191.860231,invoice_system
A1982,,False,False,1.6,1787507727.860235,invoice_system
A1983,INV21983,True,False,10.2,1787848765.86024,invoice_system
A1984,,False,False,0,1785584397.860245,invoice_system
A1985,,False,False,3.2,1787244188.86025,invoice_system
A1986,INV21986,True,False,5.0,1786710178.860255,invoice_system
A1987,,False,False,0,1787972330.86026,invoice_system
A1988,INV21988,True,False,5.3,1786923640.8602638,invoice_system
A1989,INV21989,True,False,0,1785488200.860269,invoice_system
A1990,,False,False,0,1786376450.8602738,invoice_system
A1991,,False,False,7.0,1785391593.860279,invoice_system
A1992,INV21992,True,False,0,1787901870.8602839,invoice_system
A1993,INV21993,True,False,0,1785805237.860288,invoice_system
A1994,INV21994,True,False,13.3,1787745906.8602931,invoice_system
A1995,INV21995,True,False,0,1787611106.860298,invoice_system
A1996,,False,False,17.2,1786652620.8603032,invoice_system
A1997,,False,False,0,1787765261.860308,invoice_system
A1998,,False,False,2.0,1786986572.8603132,invoice_system
A1999,INV21999,True,False,3.2,1787639284.860317,invoice_system
