record_id,buyer_risk_score,buyer_payment_history,supplier_reliability,production_delay_days,shipment_delay_days,payment_delay_days,inventory_age_days,deterioration,invoice_dispute_flag,duplicate_financing_flag,source_confidence,stage_progress,advance_rate_requested,financing_utilization,demand_volatility,order_value,adverse_outcome
H065370,0.36863,0.74323,0.74247,6.59,2.08,0.0,4.28,0,0,0,0.83096,0.14286,0.85682,0.28438,0.63259,3362339.24,1
H065371,0.51358,0.86433,0.60709,0.0,3.1,4.73,20.47,0,0,0,0.82097,1.0,0.71913,0.69062,0.28684,1762661.57,1
H065372,0.42525,0.70327,0.63056,3.71,0.0,8.41,11.47,0,0,0,0.68005,0.71429,0.55116,0.45841,0.15892,531616.79,0
H065373,0.10263,0.85319,0.48663,0.0,0.0,4.66,14.58,0,0,0,0.90834,0.0,0.50373,0.24623,0.53771,288334.84,0
H065374,0.23826,0.9226,0.87839,2.43,0.0,9.22,16.9,0,0,0,0.7024,0.0,0.55829,0.36374,0.39584,416632.69,0
H065375,0.23243,0.89868,0.78558,3.36,0.0,4.3,12.66,0,0,0,0.77812,0.57143,0.49582,0.65591,0.71345,427025.72,1
H065376,0.41919,0.87614,0.84184,0.0,3.79,0.36,0.0,0,0,0,0.64326,0.42857,0.41889,0.52291,0.16732,258110.1,0
H065377,0.53129,0.66958,0.81424,0.0,3.71,0.0,15.91,1,0,0,0.80077,1.0,0.70345,0.28433,0.45848,874358.46,1
H065378,0.53918,0.8105,0.55899,6.2,4.3,0.0,11.14,1,0,0,0.951,1.0,0.63886,0.46944,0.68207,1355245.26,1
H065379,0.06254,0.75854,0.45851,2.42,0.0,0.0,7.07,0,0,0,0.76169,0.14286,0.54119,0.64363,0.16252,134986.15,0
H065380,0.1786,0.9513,0.76333,4.96,2.18,13.01,49.09,0,0,0,0.92772,0.57143,0.35965,0.21958,0.0,1414437.19,0
H065381,0.34443,0.64574,0.8375,0.0,6.22,11.43,30.72,0,0,0,0.73299,0.28571,0.52732,0.70524,0.29979,463901.13,0
H065382,0.2209,0.69959,0.83184,0.0,3.6,0.0,42.4,1,0,0,0.77538,0.0,0.60085,0.51256,0.3743,280420.97,0
H065383,0.01891,0.8238,0.64911,3.81,4.24,18.41,7.32,0,0,0,0.85285,0.57143,0.58473,0.36732,0.0,330444.35,0
H065384,0.19267,0.82405,0.79054,5.49,6.92,18.23,6.43,0,0,0,0.93008,0.71429,0.58266,0.74338,0.0,151738.22,0
H065385,0.43087,0.77399,0.7843,0.14,0.0,0.0,1.54,0,0,0,0.69338,0.42857,0.37696,0.41362,0.14147,296498.17,0
H065386,0.11592,0.58468,0.70698,0.0,4.66,2.59,0.0,0,0,0,0.87413,0.85714,0.63474,0.63329,0.23687,607512.33,0
H065387,0.4414,0.80783,0.75252,7.02,3.37,4.52,8.13,0,0,0,0.86189,0.42857,0.64747,0.89606,0.19095,311926.65,1
H065388,0.12607,0.87634,0.90369,0.0,6.02,0.0,9.33,0,0,0,0.66273,0.85714,0.43942,0.30735,0.40349,549193.65,0
H065389,0.05503,0.88004,0.49109,11.52,5.14,6.74,6.91,0,0,0,0.70176,0.57143,0.54399,0.71463,0.62061,216136.99,1
H065390,0.26872,0.91175,0.89201,11.11,5.4,0.0,0.0,0,0,0,0.70509,0.42857,0.54123,0.90712,0.33573,692416.29,0
H065391,0.3245,0.83431,0.87881,7.26,3.74,0.0,12.82,0,0,0,0.8126,0.71429,0.78244,0.47638,0.35409,435294.62,0
H065392,0.28239,0.75388,0.6657,0.0,0.0,0.0,27.08,0,0,0,0.85436,0.28571,0.42869,0.70939,0.20598,520907.64,0
H065393,0.13149,0.90306,0.82879,1.15,0.0,0.0,29.83,1,0,0,0.84275,0.85714,0.52751,0.24358,0.31899,422353.84,1
H065394,0.39214,0.81979,0.81358,5.5,3.84,0.0,12.15,0,0,0,0.69023,0.57143,0.38809,0.51333,0.6669,269539.34,0
H065395,0.0808,0.48742,0.81457,6.0,6.15,0.0,0.0,0,0,0,1.0,0.57143,0.35015,0.86822,0.22286,433012.18,0
H065396,0.3264,0.88064,0.88573,5.53,0.0,6.11,3.53,0,0,0,0.66447,0.14286,0.81969,1.0,0.46916,580713.74,0
H065397,0.20458,0.58215,0.81782,5.78,3.9,4.85,30.61,0,0,0,0.62077,0.71429,0.83001,0.54473,0.58148,94523.73,0
H065398,0.38118,0.84767,0.77088,2.91,0.0,4.69,14.95,0,0,0,0.84808,0.14286,0.70973,0.48787,0.25628,1502823.27,0
H065399,0.34117,0.88127,0.79945,0.0,0.0,6.51,18.27,0,0,0,0.81162,0.71429,0.62463,0.53106,0.8151,292161.32,0
H065400,0.21973,0.81848,0.77231,2.96,0.12,5.42,15.7,0,0,0,0.60979,0.14286,0.5918,0.73766,0.50962,4388330.17,0
H065401,0.14089,0.56244,0.87322,2.32,2.04,0.0,0.61,0,0,0,0.68263,0.42857,0.64714,0.62463,0.38844,498463.23,0
H065402,0.13971,0.83145,0.96279,5.15,0.0,12.94,28.97,0,0,0,0.9454,0.57143,0.27305,0.68695,0.34499,716201.7,0
H065403,0.08924,0.89042,0.90066,7.69,4.81,0.0,3.98,0,0,0,0.80119,0.28571,0.81315,0.36745,0.42387,157742.47,0
H065404,0.10205,0.33652,0.90323,0.0,4.76,2.57,0.0,0,0,0,0.82249,0.28571,0.53553,0.87234,0.45291,592543.23,0
H065405,0.08561,0.53147,0.68454,0.0,6.83,11.08,8.37,0,0,0,0.8665,0.42857,0.46868,0.49154,0.27565,650390.0,0
H065406,0.31389,0.75368,0.87044,0.0,0.0,0.0,12.81,0,0,0,0.83756,0.71429,0.70713,0.20109,0.35471,1851591.06,0
H065407,0.35053,0.64334,0.76689,3.13,5.4,1.85,29.98,0,0,0,0.98099,0.28571,0.71486,0.66217,0.42806,780160.78,0
H065408,0.29513,0.86064,0.87936,1.69,2.31,1.9,34.44,0,0,0,0.79174,0.85714,0.80841,0.61975,0.34252,947767.63,1
H065409,0.02261,0.92885,0.73843,11.13,5.23,0.0,44.35,0,0,0,0.74135,0.14286,0.35512,0.35548,0.14677,426383.23,0
H065410,0.0899,0.86584,0.84862,5.87,3.39,0.39,0.0,0,0,0,1.0,0.57143,0.34553,0.72891,0.09477,407217.12,0
H065411,0.44118,0.94934,0.89838,5.41,0.0,0.0,28.38,0,0,0,0.84813,1.0,0.40581,0.41216,0.27767,718727.72,0
H065412,0.34654,0.73093,0.81848,9.38,1.62,0.93,0.0,0,0,0,0.79711,0.28571,0.61271,0.76518,0.59214,580898.29,0
H065413,0.42977,0.88312,0.78025,2.65,0.2,0.0,9.58,0,0,0,0.782,1.0,0.63307,0.44238,0.17136,206152.83,0
H065414,0.3542,0.92087,0.87518,6.73,2.08,0.0,16.17,0,0,0,0.74036,0.28571,0.49038,0.32577,0.40671,1249691.95,0
H065415,0.20944,0.86099,0.87107,0.0,0.0,0.0,63.68,0,0,0,0.89646,0.71429,0.56737,0.52795,0.31588,651097.22,0
H065416,0.17818,0.87451,0.9438,0.71,4.68,12.44,17.1,0,0,0,0.75975,0.28571,0.57682,0.34359,0.51639,243662.21,0
H065417,0.48474,0.88226,0.53722,0.0,1.44,0.51,14.59,0,0,0,0.81503,0.71429,0.6348,0.5335,0.09625,153299.45,0
H065418,0.0293,0.58953,0.88335,0.73,5.89,1.5,22.75,0,0,0,1.0,0.71429,0.60681,0.29584,0.52421,311122.05,0
H065419,0.22552,0.93914,0.76897,3.81,2.0,0.0,52.32,1,0,0,0.61697,1.0,0.55245,1.0,0.46922,117702.82,0
H065420,0.13712,0.67234,0.82104,2.78,0.0,0.05,40.98,0,0,1,0.97551,0.71429,0.50911,0.87652,0.44485,458290.26,1
H065421,0.23167,0.94401,0.55826,0.0,7.09,0.0,8.99,0,0,0,1.0,0.71429,0.95,0.88702,0.17964,293540.06,1
H065422,0.35162,0.81231,0.51426,0.0,6.43,1.44,20.07,0,0,0,0.76397,0.85714,0.28756,0.78722,0.52027,145777.96,0
H065423,0.51304,0.6827,0.72587,2.15,0.0,6.33,41.33,0,0,0,0.69497,0.14286,0.72741,0.52463,0.47649,1431506.84,1
H065424,0.20411,0.80712,0.89024,2.53,6.05,0.0,0.0,0,0,0,0.89,0.14286,0.43886,0.84095,0.29063,377539.02,0
H065425,0.61281,0.7306,0.95056,8.01,4.43,0.0,5.72,0,0,0,0.74898,0.57143,0.72796,0.34706,0.0,772527.15,1
H065426,0.1339,0.86482,0.73776,5.98,2.1,0.0,4.94,0,0,0,0.87119,0.85714,0.26505,0.02504,0.4933,235955.15,0
H065427,0.35951,0.89877,0.58931,4.11,0.0,9.95,11.66,0,0,0,1.0,0.42857,0.58139,0.43493,0.0,156734.56,0
H065428,0.15929,0.94347,0.67222,7.69,1.18,0.0,34.31,0,0,0,0.66306,0.71429,0.45658,0.44123,0.71193,324180.03,0
H065429,0.12369,0.90163,0.55616,9.54,0.0,0.0,26.13,0,0,0,0.78687,0.28571,0.95,0.39513,0.38848,1203388.82,0
H065430,0.36117,0.62963,0.54153,6.14,0.97,0.0,0.0,0,0,0,0.65485,1.0,0.70672,0.2023,0.42805,601907.68,0
H065431,0.4279,0.66125,0.86396,0.0,10.65,0.0,25.96,0,1,0,0.71109,0.14286,0.66571,0.75912,0.31338,2155531.72,1
H065432,0.34109,0.90975,0.84591,2.65,2.85,0.0,2.13,0,0,0,0.73564,0.85714,0.43415,0.72943,0.06936,634497.08,0
H065433,0.34668,0.55203,0.73424,0.0,8.29,0.0,10.74,0,0,0,0.84071,0.71429,0.35596,0.50851,0.12697,1352312.63,0
H065434,0.20248,0.69247,0.91952,7.14,0.0,0.0,16.06,0,0,1,0.78737,0.28571,0.76455,0.66054,0.23694,124099.28,1
H065435,0.10922,0.79826,0.9442,5.87,0.0,8.66,0.0,0,0,0,0.88704,0.57143,0.77418,0.74272,0.52747,199309.14,0
H065436,0.21985,0.86557,0.75816,0.0,0.73,0.0,30.55,0,0,1,0.78241,0.14286,0.39832,0.72739,0.41868,598783.08,0
H065437,0.27419,0.87267,0.91255,6.15,0.0,0.0,0.0,0,0,0,0.75904,0.85714,0.60573,0.50099,0.39819,499108.33,0
H065438,0.13437,0.982,0.5706,7.14,4.08,7.2,43.31,0,0,0,0.8906,0.28571,0.64394,0.56939,0.048,2763522.69,0
H065439,0.21082,0.77703,0.67643,3.24,3.5,0.0,11.8,0,0,0,0.65201,0.57143,0.58384,0.45612,0.69079,709796.57,0
H065440,0.60216,0.79601,0.79757,0.0,6.62,17.34,4.62,0,0,0,0.94524,0.85714,0.88237,0.83748,0.0,589608.51,1
H065441,0.23511,0.66876,0.65211,1.62,1.14,2.81,0.0,0,0,0,0.8805,0.14286,0.56477,0.68674,0.33184,334349.51,0
H065442,0.39252,0.67864,0.76404,4.95,5.36,3.74,24.47,0,0,0,0.69553,0.57143,0.40927,0.56537,0.0378,1012174.04,0
H065443,0.14116,0.71262,0.83496,1.53,0.0,0.0,30.55,0,0,0,0.50446,0.57143,0.71247,0.78655,0.56353,204424.84,0
H065444,0.12873,0.87442,0.68347,2.89,3.87,10.3,53.36,0,0,0,0.81965,0.57143,0.40679,0.6634,0.41501,166676.23,0
H065445,0.51385,0.74012,0.80519,7.66,0.1,0.0,19.53,0,0,0,1.0,0.71429,0.68454,0.70182,0.27724,281652.21,0
H065446,0.30171,0.92608,0.56499,0.0,6.01,13.56,5.28,1,0,0,0.97296,1.0,0.71786,0.47444,0.06968,95592.44,0
H065447,0.23086,0.89808,0.75295,0.0,1.44,4.51,3.31,0,0,0,0.82918,0.57143,0.68712,0.79291,0.60021,171495.74,0
H065448,0.31575,0.65478,0.8684,3.12,7.26,14.32,46.11,0,0,0,0.75728,1.0,0.52056,0.33301,0.11174,673242.33,0
H065449,0.4599,0.90347,0.78637,2.88,4.76,6.29,0.0,0,0,0,0.63939,0.0,0.51247,0.60349,0.23123,366389.52,0
H065450,0.1429,0.9335,0.85942,3.41,2.6,0.0,18.41,0,0,0,0.8355,0.28571,0.68083,0.29764,0.21098,251900.65,0
H065451,0.54785,0.89719,0.82633,9.03,0.0,0.0,32.76,0,0,0,0.77054,0.0,0.62895,0.354,0.19418,440877.68,1
H065452,0.62315,0.82789,0.95517,0.0,4.13,10.99,0.0,1,0,0,0.6841,0.57143,0.56431,0.51478,0.20018,809468.03,1
H065453,0.16554,0.78788,0.69408,0.0,1.11,0.0,12.35,0,0,0,0.82206,0.57143,0.41609,0.25069,0.33633,762233.96,0
H065454,0.3032,0.54184,0.6008,0.0,1.07,14.97,4.29,0,0,0,0.91106,0.57143,0.58815,0.24869,0.52933,807660.18,1
H065455,0.50432,0.49585,0.91345,2.12,6.19,9.49,42.44,0,0,0,0.9703,0.71429,0.57318,0.60718,0.32336,456558.11,0
H065456,0.14322,0.8357,0.79671,7.28,2.03,0.0,11.58,0,0,0,0.76743,0.0,0.6722,0.3134,0.39492,418843.8,0
H065457,0.20211,0.98179,0.51296,3.42,0.0,5.26,0.0,0,0,0,0.89332,0.28571,0.62856,0.58091,0.2884,292809.53,0
H065458,0.20595,0.78824,0.88818,0.0,0.0,11.18,18.22,1,0,0,0.70282,0.0,0.60624,0.41586,0.40886,686815.67,0
H065459,0.22376,0.78692,0.88995,6.61,0.46,0.0,2.82,0,0,0,0.94347,0.0,0.44685,0.6783,0.2264,606035.69,0
H065460,0.24622,0.7529,0.93616,1.35,4.93,2.37,29.27,0,0,0,0.69124,0.42857,0.31986,0.42514,0.2782,77633.39,0
H065461,0.20497,0.83859,0.53478,4.83,0.0,8.42,8.65,1,0,0,0.90022,0.71429,0.66985,0.76823,0.39202,530013.69,1
H065462,0.50133,0.85088,0.77501,1.37,6.15,5.43,0.68,0,0,0,0.71332,1.0,0.28119,0.87024,0.18252,342904.1,0
H065463,0.15959,0.8618,0.736,5.99,0.0,0.0,33.37,0,1,0,1.0,1.0,0.5138,0.26139,0.21045,266415.49,0
H065464,0.16094,0.72898,0.79927,6.39,2.09,8.05,16.62,0,0,0,0.93088,0.0,0.95,0.64811,0.56697,823720.44,1
H065465,0.23791,0.87512,0.78183,6.65,6.83,7.92,48.32,0,0,0,0.57888,0.57143,0.68531,0.29067,0.25778,169993.21,0
H065466,0.11601,0.85827,0.92227,0.0,4.21,0.0,41.33,0,0,0,0.81147,0.57143,0.34088,0.56296,0.19114,579007.38,0
H065467,0.32106,0.5718,0.8986,6.39,0.44,18.77,10.13,0,0,0,0.78214,0.42857,0.77411,0.06812,0.44058,298181.59,0
H065468,0.62869,0.66808,0.81398,6.86,3.34,0.0,39.01,0,0,0,0.79504,1.0,0.4665,0.62301,0.46913,537875.62,0
H065469,0.06893,0.53113,0.90614,3.83,0.03,0.0,7.86,0,0,0,0.875,0.28571,0.36563,0.0909,0.43188,439013.62,0
H065470,0.22085,0.90653,0.73928,3.14,1.68,5.14,37.19,0,0,0,0.94025,0.85714,0.614,0.57036,0.305,656295.94,0
H065471,0.24563,0.83836,0.79246,4.18,0.0,0.0,0.0,1,0,0,0.76242,0.57143,0.86908,0.5464,0.20188,575640.3,0
H065472,0.11104,0.94744,0.77417,0.48,0.0,0.0,27.94,0,0,0,0.90981,0.42857,0.95,0.40934,0.55077,880396.2,0
H065473,0.0409,0.74266,0.74693,0.0,0.0,0.0,0.0,0,0,0,0.87966,0.28571,0.921,0.80036,0.41017,286057.38,0
H065474,0.35452,0.72476,0.84182,3.39,0.0,6.42,39.25,0,1,0,0.84443,0.71429,0.39757,0.20746,0.30617,303979.9,0
H065475,0.21353,0.74248,0.82263,7.47,10.25,0.0,39.97,0,0,0,0.81806,0.14286,0.57607,0.46154,0.27591,479986.23,1
H065476,0.11529,0.70999,0.82471,1.2,2.39,0.0,10.56,0,0,0,0.92685,0.85714,0.52861,0.52335,0.20183,105672.54,0
H065477,0.11257,0.57567,0.87987,3.97,4.5,0.0,3.88,0,0,0,0.66379,1.0,0.57116,0.63603,0.1283,1088255.92,0
H065478,0.33386,0.59379,0.70114,0.0,5.69,0.0,30.18,0,0,0,0.96813,0.57143,0.50973,0.567,0.50632,398564.96,0
H065479,0.29815,0.64041,0.74787,2.96,0.03,0.0,3.0,0,0,0,0.82203,0.42857,0.50142,0.10264,0.52925,292267.81,0
H065480,0.16808,0.76484,0.38924,4.97,6.91,0.38,41.11,0,0,0,0.83158,0.71429,0.37633,0.6958,0.25417,1906109.22,1
H065481,0.166,0.68965,0.69031,1.89,3.77,0.0,25.56,0,0,0,0.83419,1.0,0.46961,0.21024,0.49754,151422.48,1
H065482,0.14246,0.95012,0.78598,6.24,0.0,0.0,24.9,0,0,0,0.84196,0.57143,0.60974,0.41977,0.24595,1149098.51,0
H065483,0.66562,0.93224,0.75745,0.89,0.0,1.56,19.47,0,1,0,1.0,0.57143,0.70083,0.38945,0.38102,409284.14,0
H065484,0.07379,0.92088,0.82664,1.04,0.0,6.25,18.88,0,0,0,0.63212,0.85714,0.70103,0.3771,0.0,1110641.52,0
H065485,0.22182,0.77971,0.92199,10.25,0.0,9.16,14.1,0,0,0,0.88768,0.85714,0.60162,0.26039,0.37436,465993.47,0
H065486,0.12886,0.62447,0.64271,12.94,0.0,3.28,10.09,0,1,0,0.92513,1.0,0.68831,0.23013,0.36804,333713.25,1
H065487,0.24316,0.96556,0.82561,1.43,7.13,0.35,36.58,0,0,0,1.0,0.0,0.80052,0.4922,0.29454,1027731.08,0
H065488,0.41463,0.76934,0.9111,3.36,0.0,20.43,24.14,0,0,0,0.82175,0.14286,0.86253,0.37313,0.19728,175565.35,1
H065489,0.10327,0.77326,0.88353,0.0,3.47,25.7,23.19,0,0,0,0.74302,0.42857,0.64331,0.11462,0.4754,689049.45,0
H065490,0.07457,0.8602,0.8119,6.42,0.0,0.0,50.33,0,0,0,0.81689,1.0,0.85898,0.29896,0.34388,547340.54,0
H065491,0.05852,0.64002,0.56541,6.85,2.84,0.0,32.73,0,0,0,0.70431,1.0,0.61705,0.72397,0.28593,545061.81,0
H065492,0.243,0.69193,0.83802,2.4,5.37,10.61,10.85,0,0,0,0.84751,0.14286,0.8802,0.32365,0.1779,250968.28,0
H065493,0.21888,0.91415,0.98558,11.3,0.65,1.19,34.82,0,0,0,0.89224,0.0,0.70122,0.74269,0.21767,180739.27,1
H065494,0.33222,0.80387,0.84796,8.45,3.96,9.29,35.88,0,0,0,0.72573,1.0,0.42774,0.44274,0.19211,158205.65,1
H065495,0.34926,0.82637,0.44861,0.0,0.0,0.0,36.57,0,0,0,0.81205,0.71429,0.36623,0.70197,0.18153,781420.09,0
H065496,0.39921,0.87416,0.84307,0.0,0.2,0.0,4.94,0,0,0,0.67598,0.71429,0.77384,0.6036,0.24913,469961.84,0
H065497,0.15713,0.72085,0.57319,2.58,1.62,9.9,9.94,0,0,0,0.66696,0.0,0.15,0.68789,0.51762,828775.01,0
H065498,0.35794,0.86389,0.93123,1.29,0.0,13.79,20.85,0,0,0,0.68954,0.57143,0.86353,0.91451,0.46877,1445376.5,1
H065499,0.36511,0.7488,0.32489,4.09,3.7,2.12,13.48,0,0,0,0.70952,0.28571,0.61343,0.47016,0.40035,306408.43,1
H065500,0.21504,0.81218,0.77918,9.01,0.0,3.69,38.36,0,0,0,0.97243,0.57143,0.43468,0.38783,0.5127,572610.1,0
H065501,0.24651,0.77372,0.67131,5.44,4.13,0.0,0.0,0,0,0,0.8677,1.0,0.32714,0.62978,0.0,184639.84,0
H065502,0.3998,0.8264,0.62439,10.11,1.03,12.15,38.94,0,0,0,0.6778,0.0,0.95,0.44037,0.43347,479034.08,1
H065503,0.28081,0.77315,0.71932,10.73,2.54,9.76,36.93,0,0,0,0.79846,0.42857,0.74674,0.54323,0.2145,221164.14,0
H065504,0.41694,0.77142,0.62949,0.0,3.44,0.0,28.53,0,0,0,0.87882,0.14286,0.57538,0.68949,0.42753,417469.32,0
H065505,0.44675,0.73961,0.81483,0.0,3.7,3.91,30.63,0,0,0,0.79879,0.71429,0.56793,0.59979,0.40799,729377.94,0
H065506,0.17662,0.84753,0.91045,0.98,2.55,5.82,2.49,0,0,0,0.99884,1.0,0.59176,0.54482,0.06637,395461.64,0
H065507,0.37035,0.8101,0.78216,3.63,1.37,1.93,0.0,0,0,0,0.71845,0.14286,0.47458,0.40669,0.31711,211255.38,1
H065508,0.30856,0.90102,0.77341,0.86,0.0,1.53,19.47,0,0,0,0.71768,0.14286,0.73523,0.39386,0.49398,241075.24,0
H065509,0.35565,0.66255,0.81934,7.86,0.98,6.14,3.38,0,0,0,0.78568,0.71429,0.53725,0.34511,0.37801,445611.39,0
H065510,0.28321,0.80791,0.82159,0.0,3.81,6.0,1.87,0,0,0,0.55331,1.0,0.84529,0.7689,0.39354,393658.15,0
H065511,0.15396,0.89957,0.8831,4.46,5.99,9.87,65.79,0,0,0,1.0,0.57143,0.51507,0.50774,0.09204,447800.17,0
H065512,0.46547,0.89608,0.94767,2.0,1.04,12.03,20.76,0,1,0,0.74465,1.0,0.26561,0.79513,0.34204,447912.84,1
H065513,0.54058,0.63995,0.76481,4.02,3.64,1.08,18.91,0,0,0,0.96244,0.42857,0.52417,0.53655,0.19227,1714161.75,1
H065514,0.1872,0.86971,0.87875,3.82,5.17,5.5,6.34,0,0,0,0.76767,0.85714,0.57187,0.81627,0.32859,735123.61,0
H065515,0.3012,0.68487,0.84766,4.97,0.47,0.0,26.45,0,0,0,0.82295,0.57143,0.45763,0.3049,0.19078,268239.96,0
H065516,0.12182,0.53191,0.69919,9.0,0.0,7.38,0.0,0,1,0,0.97688,0.85714,0.55193,0.786,0.23394,739020.1,0
H065517,0.27681,0.71616,0.621,3.77,0.0,0.0,20.34,0,0,0,0.94791,0.85714,0.64503,0.72315,0.46812,1298293.29,0
H065518,0.48505,0.68448,0.66174,4.3,0.46,5.21,28.31,0,0,0,0.6608,0.85714,0.61238,0.20318,0.09489,1307803.69,0
H065519,0.07241,0.72379,0.75411,0.0,2.95,0.0,20.66,0,0,0,0.77903,0.14286,0.82028,0.60657,0.00797,1124940.43,1
H065520,0.30375,0.88829,0.75024,0.0,12.66,0.0,40.11,0,0,0,0.74537,0.42857,0.48008,0.50859,0.66813,264132.72,0
H065521,0.14159,0.46701,0.7015,2.27,0.0,2.18,20.99,1,0,0,0.85469,0.57143,0.75785,0.46618,0.26248,493355.08,1
H065522,0.11697,0.88337,0.58241,9.01,0.0,5.69,4.15,0,0,0,0.71556,0.0,0.51352,0.61942,0.0,386356.86,0
H065523,0.22676,0.7222,0.68473,1.54,7.3,4.06,51.34,0,0,0,0.81417,0.57143,0.68438,0.71847,0.06973,1235757.28,1
H065524,0.35094,0.91545,0.77979,8.52,0.0,0.0,34.57,0,0,0,0.78282,1.0,0.40896,0.01205,0.19694,148868.22,1
H065525,0.1934,0.72945,0.83257,5.94,3.25,0.0,3.59,0,0,0,0.91694,0.57143,0.39862,0.28427,0.23622,316473.48,0
H065526,0.21125,0.89707,0.82694,2.14,0.0,6.11,18.51,0,0,0,0.70448,0.28571,0.53151,0.86319,0.11213,1209063.18,0
H065527,0.25205,0.94217,0.83159,0.0,0.04,6.57,3.02,0,0,0,1.0,0.0,0.34582,0.6116,0.0,332609.9,0
H065528,0.26843,0.87656,0.93607,1.05,3.55,6.89,27.1,0,0,1,0.71895,0.14286,0.57504,0.25785,0.26816,141619.01,0
H065529,0.38267,0.86808,0.81266,3.1,0.0,0.0,46.42,0,1,0,0.85612,0.42857,0.48747,0.50937,0.26394,174263.22,0
H065530,0.53198,0.80869,0.77795,5.26,0.39,0.38,18.71,0,0,0,0.62368,0.57143,0.54025,0.0,0.27843,1320217.08,0
H065531,0.21551,0.78055,0.87682,3.43,3.21,1.49,5.71,0,0,0,0.89926,0.14286,0.337,0.47679,0.0,342114.1,0
H065532,0.61708,0.70385,0.95955,0.0,2.1,0.0,17.16,0,1,0,0.87007,0.85714,0.67369,0.74873,0.14141,631264.03,0
H065533,0.24538,0.74186,0.75781,4.32,0.0,10.13,3.03,0,0,0,0.86368,0.85714,0.50703,0.14792,0.46978,304052.54,0
H065534,0.19405,0.78855,0.87343,10.45,0.0,1.62,9.61,0,0,0,1.0,0.85714,0.57445,0.60728,0.3223,905809.01,0
H065535,0.48509,0.63575,0.70334,0.0,4.26,0.02,31.9,0,0,0,0.7621,0.85714,0.70729,0.61529,0.1664,1229100.19,0
H065536,0.18692,0.89554,0.52631,4.53,3.91,0.0,30.79,0,0,1,0.8789,0.85714,0.62549,0.39942,0.53592,284373.69,1
H065537,0.14841,0.84951,0.69166,1.32,4.25,4.51,49.57,0,0,0,0.99452,0.28571,0.62933,0.40344,0.29745,632701.67,0
H065538,0.40173,0.70873,0.45412,0.75,3.64,2.54,11.8,0,0,0,0.90918,0.0,0.29765,0.17644,0.30504,545741.02,0
H065539,0.1142,0.93272,0.70503,13.44,2.56,0.0,26.67,0,1,0,1.0,0.0,0.65052,0.55626,0.30722,418876.16,0
H065540,0.40547,0.91453,0.87703,0.0,5.79,0.0,2.33,0,0,0,0.80877,0.28571,0.74879,0.78,0.22817,438805.08,0
H065541,0.27889,0.77187,0.65441,2.75,1.26,0.0,18.75,1,0,0,0.68735,0.0,0.49083,0.72083,0.4043,1065164.23,1
H065542,0.2922,0.77479,0.74979,4.94,0.06,4.73,0.0,0,1,0,0.87486,0.14286,0.51261,0.82395,0.0,312684.9,0
H065543,0.13386,0.73863,0.60984,1.36,5.93,0.0,24.24,0,0,0,0.70415,0.42857,0.75122,0.0,0.35191,156682.18,0
H065544,0.12407,0.93708,0.83745,0.0,1.23,0.0,18.74,0,0,0,0.82023,0.28571,0.3336,0.35684,0.67777,366921.69,0
H065545,0.19242,0.64062,0.67581,4.17,2.01,0.0,27.21,0,0,0,0.9146,0.28571,0.71194,0.0,0.34938,543318.21,1
H065546,0.30256,0.59444,0.96029,4.38,0.0,0.0,29.2,1,0,0,0.81179,0.85714,0.92073,0.35276,0.12144,586076.99,0
H065547,0.2032,0.64929,0.75598,1.6,0.0,0.0,20.86,0,0,1,0.83598,0.85714,0.35461,0.53885,0.55098,1452320.34,1
H065548,0.18004,0.57626,0.93652,2.31,0.0,13.32,2.59,0,0,0,0.81249,0.14286,0.63476,0.69889,0.38359,920071.55,1
H065549,0.1405,0.88869,0.82636,9.57,0.0,0.94,0.0,0,0,0,0.78994,0.85714,0.6741,0.40805,0.4819,184355.95,0
H065550,0.19661,0.85714,0.64774,0.0,9.76,7.87,19.21,0,0,0,0.92665,0.28571,0.15,0.41854,0.44244,502222.22,1
H065551,0.57319,0.90831,0.82774,10.68,5.17,0.0,15.47,0,0,0,0.83977,0.85714,0.52047,0.47709,0.20157,291159.4,0
H065552,0.11756,0.72858,0.68671,5.62,0.0,0.0,38.82,0,0,0,0.60609,1.0,0.65175,0.7687,0.11208,73816.18,0
H065553,0.29276,0.92406,0.76385,11.45,0.0,3.83,10.46,0,0,0,0.92419,1.0,0.58455,0.31815,0.0,216719.85,0
H065554,0.55884,0.75591,0.86153,7.34,0.0,0.0,29.76,0,0,0,0.85997,0.71429,0.51526,0.83727,0.38354,316996.61,0
H065555,0.27972,0.55478,0.91559,7.42,0.5,0.02,6.17,0,0,0,0.69512,0.28571,0.3998,0.41503,0.24221,741689.51,1
H065556,0.18672,0.92029,0.70926,1.5,2.19,0.0,29.76,0,0,0,0.82042,0.71429,0.40079,0.53668,0.15938,667410.52,0
H065557,0.35899,0.75776,0.92655,0.05,0.0,11.85,8.63,0,0,0,0.78761,0.14286,0.75457,0.24329,0.00183,418262.51,0
H065558,0.06625,0.82898,0.80601,0.0,6.18,0.0,5.3,0,0,0,0.6643,0.28571,0.53886,0.30039,0.24936,303363.84,0
H065559,0.04506,0.68737,0.52104,5.83,5.81,10.65,42.94,0,0,0,0.84909,0.85714,0.45017,0.55456,0.42271,150298.84,0
