asset_id,existing_financing_amount,exposure_limit,lender_id,ts,source
A1852,0,32769770.26,lender_delta,1787917956.8654,financial_system
A1853,0,22988615.34,lender_prime,1787917956.865406,financial_system
A1854,12256487.56,30439186.13,lender_atlas,1787917956.8654132,financial_system
A1855,0,7833724.82,lender_delta,1787917956.865418,financial_system
A1856,0,63399.47,lender_north,1787917956.865424,financial_system
A1857,0,7802954.43,lender_atlas,1787917956.86543,financial_system
A1858,0,30414736.69,lender_prime,1787917956.8654358,financial_system
A1859,0,4849902.22,lender_delta,1787917956.865442,financial_system
A1860,0,4688201.79,lender_prime,1787917956.865452,financial_system
A1861,0,1694270.5,lender_prime,1787917956.865462,financial_system
A1862,0,27233150.92,lender_atlas,1787917956.865469,financial_system
A1863,1405103.79,3274450.34,lender_prime,1787917956.8654761,financial_system
A1864,0,1792235.13,lender_atlas,1787917956.865484,financial_system
A1865,0,13735161.27,lender_north,1787917956.865489,financial_system
A1866,0,5469789.84,lender_north,1787917956.865495,financial_system
A1867,0,1593145.96,lender_north,1787917956.865501,financial_system
A1868,647709.87,1274548.34,lender_north,1787917956.8655071,financial_system
A1869,1937439.92,7900761.29,lender_atlas,1787917956.865514,financial_system
A1870,0,12738739.56,lender_prime,1787917956.8655202,financial_system
A1871,0,5210106.94,lender_delta,1787917956.865525,financial_system
A1872,0,23677679.63,lender_north,1787917956.865531,financial_system
A1873,549155.34,3335386.77,lender_prime,1787917956.865537,financial_system
A1874,0,3084387.42,lender_atlas,1787917956.865543,financial_system
A1875,2374251.59,6623076.78,lender_north,1787917956.865549,financial_system
A1876,1548689.96,2042254.75,lender_delta,1787917956.865555,financial_system
A1877,0,22924636.62,lender_north,1787917956.865561,financial_system
A1878,0,15341748.14,lender_north,1787917956.865568,financial_system
A1879,26267.8,1255032.14,lender_delta,1787917956.8655748,financial_system
A1880,0,10776632.6,lender_delta,1787917956.865581,financial_system
A1881,0,988470.54,lender_north,1787917956.865587,financial_system
A1882,7742533.76,19142057.79,lender_north,1787917956.8655932,financial_system
A1883,0,10057379.96,lender_prime,1787917956.865599,financial_system
A1884,1755292.77,5706158.67,lender_delta,1787917956.8656058,financial_system
A1885,4943811.26,12317009.39,lender_north,1787917956.865612,financial_system
A1886,0,2702416.33,lender_north,1787917956.865618,financial_system
A1887,0,23289285.72,lender_north,1787917956.865623,financial_system
A1888,646000.04,8780311.98,lender_prime,1787917956.865629,financial_system
A1889,0,4227765.65,lender_atlas,1787917956.8656352,financial_system
A1890,0,1253941.62,lender_north,1787917956.8656409,financial_system
A1891,0,23010144.48,lender_atlas,1787917956.865647,financial_system
A1892,0,24852739.79,lender_prime,1787917956.865654,financial_system
A1893,0,2763772.81,lender_north,1787917956.86566,financial_system
A1894,0,33321710.21,lender_atlas,1787917956.8656662,financial_system
A1895,0,11563775.33,lender_delta,1787917956.865673,financial_system
A1896,0,9252387.56,lender_prime,1787917956.865679,financial_system
A1897,0,3407810.32,lender_atlas,1787917956.865685,financial_system
A1898,0,251379.04,lender_prime,1787917956.86569,financial_system
A1899,8921905.67,16059043.18,lender_prime,1787917956.865697,financial_system
A1900,0,10501662.44,lender_prime,1787917956.865705,financial_system
A1901,0,15111014.98,lender_atlas,1787917956.8657112,financial_system
A1902,1966760.28,2846574.09,lender_atlas,1787917956.865717,financial_system
A1903,0,1823332.44,lender_prime,1787917956.865723,financial_system
A1904,0,18822449.66,lender_delta,1787917956.865728,financial_system
A1905,0,42105465.65,lender_north,1787917956.8657339,financial_system
A1906,0,18605280.23,lender_prime,1787917956.86574,financial_system
A1907,0,10992243.75,lender_north,1787917956.865746,financial_system
A1908,0,620844.13,lender_atlas,1787917956.865752,financial_system
A1909,0,1143485.14,lender_delta,1787917956.865758,financial_system
A1910,4660507.3,9787042.41,lender_north,1787917956.8657641,financial_system
A1911,5129827.82,13739685.46,lender_delta,1787917956.865771,financial_system
A1912,910553.19,1230645.57,lender_north,1787917956.865778,financial_system
A1913,1924126.33,20646292.02,lender_north,1787917956.8657842,financial_system
A1914,0,3171154.04,lender_prime,1787917956.86579,financial_system
A1915,0,3058463.82,lender_delta,1787917956.865796,financial_system
A1916,2289030.98,29741434.8,lender_atlas,1787917956.865802,financial_system
A1917,2643577.18,35609083.62,lender_prime,1787917956.865809,financial_system
A1918,0,16830955.82,lender_atlas,1787917956.865816,financial_system
A1919,218482.51,478070.87,lender_north,1787917956.8658218,financial_system
A1920,0,15126386.21,lender_prime,1787917956.865828,financial_system
A1921,0,10262367.57,lender_atlas,1787917956.865834,financial_system
A1922,0,20222748.99,lender_north,1787917956.865839,financial_system
A1923,2200717.83,3319515.77,lender_prime,1787917956.865845,financial_system
A1924,1467073.94,2524233.55,lender_delta,1787917956.865851,financial_system
A1925,6933923.63,20774405.71,lender_prime,1787917956.8658571,financial_system
A1926,0,3863711.66,lender_delta,1787917956.865865,financial_system
A1927,0,1257481.32,lender_prime,1787917956.865872,financial_system
A1928,0,32469814.83,lender_north,1787917956.865878,financial_system
A1929,0,7732522.23,lender_atlas,1787917956.865885,financial_system
A1930,0,39401071.7,lender_delta,1787917956.865891,financial_system
A1931,0,30795504.28,lender_delta,1787917956.865898,financial_system
A1932,1641673.95,6785001.85,lender_delta,1787917956.8659048,financial_system
A1933,0,530013.47,lender_delta,1787917956.865911,financial_system
A1934,0,19281571.58,lender_prime,1787917956.865918,financial_system
A1935,1327796.37,4159518.94,lender_prime,1787917956.8659241,financial_system
A1936,8962840.47,26657421.32,lender_prime,1787917956.865931,financial_system
A1937,728593.45,1409090.5,lender_prime,1787917956.865939,financial_system
A1938,321673.57,1174385.18,lender_delta,1787917956.865946,financial_system
A1939,0,695778.12,lender_delta,1787917956.865953,financial_system
A1940,1857314.71,4487222.82,lender_delta,1787917956.86596,financial_system
A1941,0,8413293.47,lender_atlas,1787917956.865966,financial_system
A1942,0,4604873.66,lender_delta,1787917956.866007,financial_system
A1943,0,597242.18,lender_north,1787917956.8660128,financial_system
A1944,0,10461191.27,lender_delta,1787917956.8660202,financial_system
A1945,6082080.54,10753062.9,lender_north,1787917956.866027,financial_system
A1946,0,47636007.45,lender_north,1787917956.8660328,financial_system
A1947,0,32167647.35,lender_atlas,1787917956.86604,financial_system
A1948,1545322.78,16880507.94,lender_delta,1787917956.866047,financial_system
A1949,1149582.5,5584066.8,lender_prime,1787917956.866053,financial_system
A1950,0,3207416.38,lender_north,1787917956.86606,financial_system
A1951,12304512.28,40970051.16,lender_prime,1787917956.866066,financial_system
A1952,0,28901889.02,lender_north,1787917956.8660731,financial_system
A1953,0,4691201.01,lender_north,1787917956.86608,financial_system
A1954,50123.99,885574.1,lender_atlas,1787917956.866087,financial_system
A1955,0,21348572.0,lender_prime,1787917956.866095,financial_system
A1956,1209546.07,2220221.26,lender_north,1787917956.866102,financial_system
A1957,0,2049783.45,lender_atlas,1787917956.8661098,financial_system
A1958,3190707.77,24724069.8,lender_atlas,1787917956.8661172,financial_system
A1959,4587305.25,11658075.72,lender_delta,1787917956.866124,financial_system
A1960,0,2486724.04,lender_prime,1787917956.8661308,financial_system
A1961,0,18995096.08,lender_atlas,1787917956.8661382,financial_system
A1962,0,19220253.58,lender_delta,1787917956.8661451,financial_system
A1963,7542153.5,24937943.55,lender_atlas,1787917956.8661509,financial_system
A1964,0,6321184.52,lender_delta,1787917956.866158,financial_system
A1965,1663388.72,2750361.31,lender_north,1787917956.866165,financial_system
A1966,2097202.59,6342858.31,lender_north,1787917956.8661718,financial_system
A1967,2531814.84,14483863.15,lender_north,1787917956.8661811,financial_system
A1968,494966.28,3235666.99,lender_delta,1787917956.866188,financial_system
A1969,0,5701149.03,lender_north,1787917956.866195,financial_system
A1970,6047.67,3241096.97,lender_atlas,1787917956.866202,financial_system
A1971,4990726.99,12254277.06,lender_prime,1787917956.866209,financial_system
A1972,87910.99,2067796.67,lender_atlas,1787917956.866219,financial_system
A1973,0,8786430.22,lender_delta,1787917956.8662279,financial_system
A1974,0,16905020.55,lender_north,1787917956.866234,financial_system
A1975,0,10395065.04,lender_atlas,1787917956.866241,financial_system
A1976,0,17585469.64,lender_delta,1787917956.866248,financial_system
A1977,0,8995840.97,lender_prime,1787917956.866254,financial_system
A1978,0,6300998.06,lender_prime,1787917956.866261,financial_system
A1979,0,316354.25,lender_delta,1787917956.866268,financial_system
A1980,7126652.59,24958023.82,lender_prime,1787917956.866274,financial_system
A1981,0,17127443.65,lender_delta,1787917956.8662798,financial_system
A1982,14213663.39,20291243.59,lender_prime,1787917956.8662882,financial_system
A1983,0,13354981.49,lender_north,1787917956.866295,financial_system
A1984,0,861431.23,lender_delta,1787917956.866302,financial_system
A1985,1866455.22,3191897.07,lender_atlas,1787917956.8663082,financial_system
A1986,0,5442649.03,lender_atlas,1787917956.8663151,financial_system
A1987,0,8285078.23,lender_delta,1787917956.8663208,financial_system
A1988,0,3471957.51,lender_atlas,1787917956.866328,financial_system
A1989,0,5196117.25,lender_north,1787917956.866336,financial_system
A1990,12833860.38,22407426.55,lender_atlas,1787917956.8663418,financial_system
A1991,503380.11,6141186.16,lender_delta,1787917956.866349,financial_system
A1992,0,7617425.53,lender_prime,1787917956.866355,financial_system
A1993,0,1270145.77,lender_atlas,1787917956.8663611,financial_system
A1994,1885982.98,5677883.58,lender_delta,1787917956.866368,financial_system
A1995,4739189.74,9900276.32,lender_prime,1787917956.866375,financial_system
A1996,0,6095206.19,lender_prime,1787917956.8663821,financial_system
A1997,544992.57,7972900.75,lender_delta,1787917956.866389,financial_system
A1998,164804.74,26140608.0,lender_prime,1787917956.866396,financial_system
A1999,0,18158380.61,lender_delta,1787917956.8664021,financial_system
